,usaf,name,state,lat,lon,min_temp,mean_temp,max_temp,total_snow,total_precipitation,tornado_funnel_cloud,hail,severity_rating
1433,727466,MDSON-LAC QUI PARLE CO APT,MN,44.986,-96.043,-18.4,45.928925619834715,102.2,0.0,33796.61999999999,0.0,0.0,0.0
2436,726580,MINNEAPOLIS-ST PAUL INTERNATI,MN,44.883,-93.229,-17.0,46.1405479452055,100.9,568.0,23.560000000000002,0.0,1.0,1.0
1380,726553,MONTIVIDEO-CHIPPEWA CO APT,MN,44.969,-95.71,-18.4,43.8292817679558,98.6,0.0,30196.979999999992,0.0,0.0,0.0
976,722129,MOORHEAD MUNICIPAL AIRPORT,MN,46.839,-96.663,-29.2,40.53543956043956,102.2,0.0,33596.639999999985,0.0,0.0,0.0
820,727449,MOOSE LAKE CARLTON CO ARPT,MN,46.419,-92.804,-27.4,41.44672619047619,96.8,0.0,32996.69999999999,0.0,0.0,0.0
1438,727475,MORA MUNICIPAL AIRPORT,MN,45.886,-93.272,-25.6,41.35247252747252,95.0,0.0,33796.61999999999,0.0,0.0,0.0
1388,726565,MORRIS MUNICIPAL AIRPORT,MN,45.566,-95.968,-23.8,40.81104651162791,100.4,0.0,33796.619999999995,0.0,0.0,0.0
756,722252,MYERS FIELD AIRPORT,MN,44.729,-96.266,-17.3,45.34368131868133,100.4,0.0,11308.789999999999,0.0,0.0,0.0
1390,726567,NEW ULM MUNICIPAL AIRPORT,MN,44.319,-94.502,-20.2,45.29534883720931,98.6,0.0,30796.92,0.0,0.0,0.0
986,722168,OLIVIA REGIONAL AIRPORT,MN,44.779,-95.033,-18.4,43.29752747252747,98.6,0.0,30996.899999999994,0.0,0.0,0.0
1375,726544,ORR REGIONAL AIRPORT,MN,48.016,-92.856,-38.2,37.15643835616439,93.2,0.0,43795.61999999997,0.0,0.0,0.0
1449,727515,ORTHONVILLE MUNI-MARTINSON FI,MN,45.306,-96.424,-22.0,42.54664804469273,96.8,0.0,34996.499999999985,0.0,0.0,0.0
1391,726568,OWATONNA DEGNER RGNL ARPT,MN,44.123,-93.261,-20.2,44.9991643454039,98.6,0.0,35196.479999999996,0.0,0.0,0.0
555,720367,PAYNESVILLE MUNI,MN,45.372,-94.747,-29.2,41.84478021978022,98.6,0.0,31796.819999999992,0.0,0.0,0.0
1447,727508,PINE RIVER REGIONAL AIRPORT,MN,46.725,-94.382,-32.8,38.38036253776435,89.6,0.0,34996.499999999985,0.0,0.0,0.0
1389,726566,PIPESTONE MUNICIPAL ARPT,MN,43.983,-96.3,-14.8,45.65771144278606,96.8,0.0,18798.120000000003,0.0,0.0,0.0
2122,727453,PK RPDS MUNI-KONSHOK FD AP,MN,46.901,-95.068,-36.9,39.39664804469274,98.1,0.0,21.230000000000004,0.0,0.0,0.0
1409,726682,PRINCETON MUNICIPAL AIRPORT,MN,45.56,-93.608,-27.4,42.99620991253645,100.4,0.0,30996.89999999999,0.0,0.0,0.0
932,722006,QUENTIN AANENSON FIELD AIRPOR,MN,43.621,-96.216,-18.4,43.725833333333334,96.8,0.0,28797.11999999999,0.0,0.0,0.0
183,744667,RAY S MILLER AAF / CAMP RIPLE,MN,46.091,-94.361,-33.2,41.10698324022346,100.9,0.0,125.72,0.0,0.0,0.0
1387,726564,RED WING REGIONAL AIRPORT,MN,44.589,-92.485,-23.8,44.25308988764044,98.6,0.0,34596.539999999986,0.0,0.0,0.0
2075,726556,REDWOOD FALLS MUNI AIRPORT,MN,44.548,-95.08,-17.0,44.910714285714285,100.9,0.0,33.54,0.0,0.0,0.0
1428,727444,RICHARD B HELGESON AIRPORT,MN,47.049,-91.745,-27.4,39.84523076923077,89.6,0.0,35596.43999999998,0.0,0.0,0.0
2297,726440,ROCHESTER INTERNATIONAL AIRPO,MN,43.904,-92.492,-20.9,43.78465753424658,96.1,392.6,35.74,0.0,0.0,0.0
1439,727477,ROSEAU MUNI/RUDY BILLBERG FLD,MN,48.856,-95.697,-32.8,38.577808219178074,96.8,0.0,40195.97999999998,0.0,0.0,0.0
1663,726679,RUSH CITY REGIONAL AIRPORT,MN,45.698,-92.953,-24.9,42.95666666666666,96.1,0.0,17634.739999999998,0.0,0.0,0.0
1671,727473,SCOTTS SPB,MN,48.267,-92.483,-34.6,35.989684813753584,91.4,0.0,42395.75999999997,0.0,0.0,0.0
534,997737,SILVER BAY,MN,47.27,-91.08,-14.8,38.604383561643836,84.4,0.0,0.0,0.0,0.0,0.0
1430,727456,SKY HARBOR AIRPORT,MN,46.722,-92.043,-18.4,39.76703296703297,93.2,0.0,43995.59999999998,0.0,0.0,0.0
1700,720368,SLAYTON MUNICIPAL AIRPORT,MN,43.987,-95.783,-18.4,42.73542857142858,96.4,0.0,7210.31,0.0,0.0,0.0
1404,726603,SOUTH ST PAUL MUNI-RICHARD E,MN,44.857,-93.033,-17.5,45.87041095890411,100.6,0.0,7048.679999999999,0.0,0.0,0.0
2299,726550,ST CLOUD REGIONAL AIRPORT,MN,45.543,-94.051,-27.9,43.010958904109586,100.0,762.5000000000001,33.52000000000001,0.0,0.0,0.0
1381,726554,ST JAMES MUNICIPAL AIRPORT,MN,43.986,-94.558,-18.4,44.25934065934067,96.8,0.0,34196.57999999999,0.0,0.0,0.0
222,720972,ST MARY HOSPITAL HELIPORT,MN,44.017,-92.483,-15.0,45.38626373626374,95.0,0.0,13.67,0.0,0.0,0.0
1979,726584,ST PAUL DOWNTOWN HO,MN,44.933,-93.05,-17.0,46.15232876712329,100.0,0.0,38.58,0.0,0.0,0.0
930,722003,STANTON AIRFIELD,MN,44.476,-93.016,-22.9,44.80745856353591,99.0,0.0,13025.66,0.0,0.0,0.0
1448,727514,STAPLES MUNICIPAL AIRPORT,MN,46.381,-94.806,-34.6,41.634615384615394,98.6,0.0,38596.13999999998,0.0,0.0,0.0
1383,726559,SW MN RGNL MRSHL/RYAN FIELD A,MN,44.45,-95.817,-18.4,44.63415977961432,99.0,0.0,231.93999999999994,0.0,0.0,0.0
1453,727555,THIEF RIVER FALLS RGNL APT,MN,48.067,-96.183,-33.0,38.171780821917814,99.0,0.0,1430.42,0.0,0.0,0.0
1016,722342,TRACY MUNICIPAL AIRPORT,MN,44.249,-95.607,-18.4,46.12928994082839,98.6,0.0,16431.859999999997,0.0,0.0,0.0
1384,726561,WADENA MUNICIPAL AIRPORT,MN,46.447,-95.212,-38.2,39.211142061281336,96.8,0.0,39196.07999999998,0.0,0.0,0.0
1378,726548,WARROAD INTL-SWEDE CARLSON FL,MN,48.941,-95.348,-34.6,37.090934065934064,95.0,0.0,41995.79999999998,0.0,0.0,0.0
937,722032,WASECA MUNICIPAL AIRPORT,MN,44.074,-93.553,-25.6,44.387613293051366,96.8,0.0,26197.379999999994,0.0,0.0,0.0
1441,727486,WASKISH MUNICIPAL AIRPORT,MN,48.154,-94.517,-34.6,38.61882352941177,96.8,0.0,37396.25999999998,0.0,0.0,0.0
1451,727533,WHEATON MUNICIPAL AIRPORT,MN,45.78,-96.545,-27.4,42.623976608187135,100.4,0.0,31196.87999999999,0.0,0.0,0.0
731,720386,WILLMAR MUNICIPAL AIRPORT JOH,MN,45.117,-95.133,-20.2,44.16327683615819,98.6,0.0,32596.73999999999,0.0,0.0,0.0
1445,727506,WINDOM MUNICIPAL AIRPORT,MN,43.913,-95.109,-18.4,43.95879120879121,96.8,0.0,32996.69999999999,0.0,0.0,0.0
1400,726588,WIOA MUNI-MAX CONRAD FD AP,MN,44.077,-91.708,-22.0,45.35835694050992,96.8,0.0,6648.379999999999,0.0,0.0,0.0
1399,726587,WORTHINGTON MUNICIPAL ARPT,MN,43.645,-95.58,-18.9,44.4304945054945,97.0,0.0,1829.74,0.0,0.0,0.0
1178,724464,AGRICULTURAL SCIENCE CENTER,MO,39.823,-93.579,-6.0,54.37445054945055,98.1,0.0,92.08,0.0,0.0,0.0
436,720616,BRANSON AIRPORT,MO,36.533,-93.2,-4.0,57.93643835616439,102.2,0.0,9899.009999999998,0.0,0.0,0.0
84,A51256,BRANSON WEST MUNICIPAL EMERSO,MO,36.699,-93.402,-5.8,58.142458100558656,104.0,0.0,17998.199999999997,0.0,0.0,0.0
248,720949,CAMDENTON MEMORIAL AIRPORT,MO,37.974,-92.691,-5.8,56.249315068493146,102.2,0.0,12498.750000000002,0.0,0.0,0.0
322,723290,CAPE GIRARDEAU RGNL ARPT,MO,37.225,-89.571,-5.1,57.81397260273973,100.0,0.0,287.26,0.0,0.0,0.0
1937,724463,CHARLES B WHEELER D,MO,39.117,-94.583,-6.0,56.6043956043956,100.0,0.0,51.0,0.0,0.0,0.0
410,720636,CLINTON MEMORIAL AIRPORT,MO,38.35,-93.683,-5.8,55.668767123287665,98.6,0.0,32596.739999999987,0.0,0.0,0.0
2356,724450,COLUMBIA REGIONAL AIRPORT,MO,38.817,-92.218,-7.1,56.43287671232877,105.1,74.5,135.48000000000002,0.0,0.0,0.0
1935,724454,FARMINGTON RGNL,MO,37.761,-90.429,-8.0,55.69035812672177,102.0,0.0,2263.9599999999996,0.0,0.0,0.0
33,720477,FLOYD W JONES LEBANON,MO,37.648,-92.652,-7.6,56.24301369863013,100.4,0.0,12598.74,0.0,0.0,0.0
151,720476,HANNIBAL REGIONAL AIRPORT,MO,39.725,-91.444,-7.6,49.32644927536233,100.4,0.0,10498.949999999999,0.0,0.0,0.0
1604,724458,JEFFERSON CITY MEMO ARPT,MO,38.591,-92.156,-4.0,57.300000000000004,104.0,0.0,269.97999999999996,0.0,0.0,0.0
292,720869,JESSE VIERTEL MEMORIAL AIRPOR,MO,38.947,-92.683,-4.9,56.535989010989006,102.0,0.0,3425.92,0.0,0.0,0.0
2350,723495,JOPLIN REGIONAL AIRPORT,MO,37.152,-94.495,-6.0,58.93260273972602,107.1,0.0,44.76,0.0,0.0,0.0
2237,724460,KANSAS CITY INTERNATIONAL AIR,MO,39.297,-94.731,-4.0,55.86346153846154,100.9,57.50000000000001,34.93,0.0,0.0,0.0
53,720331,KENNETT MEM,MO,36.226,-90.037,-2.2,60.66301369863014,102.2,0.0,10998.899999999998,0.0,0.0,0.0
1936,724455,KIRKSVILLE RGNL,MO,40.083,-92.533,-11.0,51.2282191780822,97.0,0.0,75.03999999999999,0.0,0.0,0.0
2352,724340,LAMBERT-ST LOUIS INTERNATIONA,MO,38.753,-90.374,-6.0,57.99369863013699,105.1,58.6,51.07999999999999,0.0,0.0,0.0
40,720478,LAWRENCE SMITH MEM,MO,38.611,-94.342,-4.0,56.25635359116021,100.4,0.0,13398.659999999998,0.0,0.0,0.0
1605,724459,LEE C FINE MEMORIAL ARPT,MO,38.096,-92.553,-6.0,51.077777777777776,102.9,0.0,46.87999999999999,0.0,0.0,0.0
904,720306,LEE'S SUMMIT MUNICIPAL APT,MO,38.96,-94.371,-7.6,55.43933518005541,100.9,0.0,664.9,0.0,0.0,0.0
11,720481,MALDEN FAA AIRPORT,MO,36.6,-89.983,-0.4,56.74172413793104,100.4,0.0,17798.219999999998,0.0,0.0,0.0
65,720483,MARSHALL MEM MUNI,MO,39.096,-93.203,-7.6,53.67845303867403,96.8,0.0,12198.779999999999,0.0,0.0,0.0
49,720484,MEXICO MEM,MO,39.158,-91.818,-7.6,52.16,98.6,0.0,12598.739999999998,0.0,0.0,0.0
174,721045,MIDWEST NATIONAL AIR CENTER A,MO,39.332,-94.31,-5.8,53.751098901098906,98.6,0.0,23797.620000000003,0.0,0.0,0.0
434,720479,MONETT MUNICIPAL AIRPORT,MO,36.9,-94.017,-5.8,56.70329670329671,104.0,0.0,12498.749999999996,0.0,0.0,0.0
38,720475,NORTHWEST MISSOURI RGNL,MO,40.353,-94.915,-7.8,53.72602739726028,99.0,0.0,10898.909999999998,0.0,0.0,0.0
29,720482,OMAR N BRADLEY,MO,39.464,-92.427,-5.8,54.16675900277008,98.6,0.0,12398.760000000002,0.0,0.0,0.0
1102,723300,POPLAR BUFF MUNICIAL ARPT,MO,36.773,-90.325,-4.0,58.32493150684931,100.0,0.0,108.36,0.0,0.0,0.0
1893,724466,RICHARDS-GEBAUR AP,MO,38.85,-94.55,23.0,75.65171102661598,91.4,0.0,0.0,0.0,0.0,0.0
1822,724420,ROLLA NATIONAL AIRPORT,MO,38.132,-91.765,-8.0,55.54027777777778,104.0,0.0,41.129999999999995,0.0,0.0,0.0
1603,724453,SEDALIA MEMORIAL AIRPORT,MO,38.704,-93.183,-6.0,56.08657534246576,100.0,0.0,76.4,0.0,0.0,0.0
60,720488,SIKESTON MEM MUNI,MO,36.899,-89.562,-2.2,59.934383954154725,100.4,0.0,11598.839999999997,0.0,0.0,0.0
2353,724345,SPIRIT OF ST LOUIS AIRPORT,MO,38.657,-90.656,-6.0,55.70438356164383,102.9,0.0,43.43000000000001,0.0,0.0,0.0
2355,724400,SPRINGFIELD-BRANSON REGIONAL,MO,37.24,-93.39,-8.0,56.974794520547945,104.0,52.9,42.38000000000001,0.0,0.0,0.0
1599,724347,ST CHARLES CO SMARTT ARPT,MO,38.929,-90.428,-6.0,55.81150684931506,102.0,0.0,80.88,0.0,0.0,0.0
1939,724490,ST. JOSEPH/ROSE-CRA,MO,39.767,-94.917,-7.1,51.87091412742383,98.1,0.0,62.43999999999999,0.0,0.0,0.0
574,722367,WARRENSBURG,MO,38.783,-93.8,-5.8,54.845658263305324,98.6,0.0,22797.719999999994,0.0,0.0,0.0
30,720487,WARSAW MUNI,MO,38.347,-93.345,-7.6,51.87906249999999,99.9,0.0,4223.490000000001,0.0,0.0,0.0
205,720169,WASHINGTON REGIONAL AIRPORT,MO,38.583,-91.0,-4.0,56.18204419889503,102.2,0.0,13298.669999999996,0.0,0.0,0.0
2037,724457,WAYNESVILLE RGNL AR,MO,37.733,-92.133,-8.1,56.17774725274726,103.5,2.4,489.43999999999994,0.0,2.0,2.0
1590,723484,WEST PLAINS MUNICIPAL ARPT,MO,36.878,-91.903,-7.1,57.60246575342466,104.0,0.0,91.51999999999998,0.0,0.0,0.0
2038,724467,WHITEMAN AFB,MO,38.717,-93.55,-7.2,54.98406593406593,100.6,85.8,868.2199999999999,0.0,2.0,2.0
492,998219,BAY WAVELAND YACHT CLUB,MS,30.317,-89.317,34.2,74.99673590504452,99.9,0.0,0.0,0.0,0.0,0.0
1800,747590,BOBBY L CHAIN MUNI AIRPORT,MS,31.282,-89.253,18.0,66.41917808219179,102.0,0.0,67.07000000000001,0.0,0.0,0.0
260,720932,BROOKHAVEN LINCOLN COUNTY AIR,MS,31.606,-90.409,15.8,64.11479452054796,96.8,0.0,7199.279999999999,0.0,0.0,0.0
133,725023,CLEVELAND MUNICIPAL AIRPORT,MS,33.861,-90.758,8.4,68.53591160220995,99.1,0.0,2241.62,0.0,0.0,0.0
1892,723306,COLUMBUS AFB,MS,33.65,-88.45,6.1,63.03917808219178,100.9,0.0,1124.5399999999997,0.0,0.0,0.0
266,720927,FLETCHER FIELD AIRPORT,MS,34.3,-90.512,19.4,64.14895522388059,98.6,0.0,0.0,0.0,0.0,0.0
141,720769,GEORGE M BRYAN AIRPORT,MS,33.433,-88.849,10.4,65.7624183006536,114.8,0.0,28197.18,0.0,0.0,0.0
1103,723307,GOLDEN TRIANGLE RGNL APT,MS,33.45,-88.583,6.1,63.764383561643825,100.0,0.0,9819.740000000002,0.0,0.0,0.0
1799,747580,GREENWOOD-LEFLORE AIRPORT,MS,33.496,-90.087,9.0,65.2994520547945,100.9,0.0,51.14000000000001,0.0,0.0,0.0
1798,747570,GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081,23.0,68.9158904109589,100.9,0.0,58.77999999999999,0.0,0.0,0.0
1018,722348,HATTIESBURG-LAUREL RGNL AP,MS,31.467,-89.333,16.0,64.84645892351274,104.0,0.0,2269.34,0.0,0.0,0.0
1814,722354,HAWKINS FIELD AIRPORT,MS,32.337,-90.221,1.0,66.1178082191781,100.0,0.0,133.66,0.0,0.0,0.0
150,720776,HESLER NOBLE FLD,MS,31.673,-89.172,14.7,64.183284457478,103.1,0.0,1457.5899999999997,0.0,0.0,0.0
1019,722357,HRDY-ANRES FD NTCHZ-ADAMS COU,MS,31.617,-91.283,14.0,65.266573816156,97.0,0.0,1284.16,0.0,0.0,0.0
2474,722350,JACKSON INTERNATIONAL AIRPORT,MS,32.321,-90.078,12.9,65.09013698630136,99.0,0.0,65.79,1.0,0.0,3.0
261,720787,JOHN BELL WILLIAMS AIRPORT,MS,32.304,-90.411,14.0,63.90603448275862,98.6,0.0,15498.449999999999,0.0,0.0,0.0
1881,747686,KEESLER AFB,MS,30.417,-88.917,21.6,68.69013698630138,100.9,0.0,921.1600000000001,0.0,0.0,0.0
2491,722340,KEY FIELD AIRPORT,MS,32.335,-88.744,12.9,65.19698630136986,104.0,0.0,54.580000000000005,0.0,0.0,0.0
2188,722358,MCOM/PIKE CO/J E LWS FD AP,MS,31.183,-90.471,16.0,65.74739726027398,100.0,0.0,58.32,0.0,0.0,0.0
2343,722345,MERIDIAN NAS/MC CAIN FD AP,MS,32.55,-88.567,10.9,64.17486187845304,102.9,0.0,652.44,0.0,0.0,0.0
1801,747680,MID DELTA REGIONAL AIRPORT,MS,33.483,-90.985,10.0,65.2454794520548,104.0,0.0,148.77000000000004,0.0,0.0,0.0
215,746941,MONROE COUNTY AIRPORT,MS,33.873,-88.49,12.2,62.68571428571429,100.4,0.0,26197.379999999994,0.0,0.0,0.0
1742,722165,OLIVE BRANCH AIRPORT,MS,34.979,-89.787,1.4,61.910958904109584,98.6,0.0,23097.689999999995,0.0,0.0,0.0
462,720541,OXFORD UNIV,MS,34.383,-89.55,1.4,60.940821917808215,96.8,0.0,18598.14,0.0,0.0,0.0
9,722349,PICAYUNE MUNI,MS,30.487,-89.651,21.2,70.21475409836067,100.4,0.0,9999.0,0.0,0.0,0.0
8,720708,RANGE B,MS,32.8,-88.833,9.0,66.18277945619336,100.9,0.0,1141.8099999999997,0.0,0.0,0.0
277,720924,ROSCOE TURNER AIRPORT,MS,34.915,-88.604,10.4,61.65126050420168,98.6,0.0,34996.49999999999,0.0,0.0,0.0
1808,722138,STENNIS INTERNATIONAL AIRPORT,MS,30.368,-89.455,17.6,70.686301369863,98.6,0.0,20997.899999999994,0.0,0.0,0.0
1836,747688,TRENT LOTT INTL AIRPORT,MS,30.464,-88.532,19.9,67.93643835616437,102.2,0.0,137.66000000000003,0.0,0.0,0.0
1714,722364,TUNICA MUNICIPAL AIRPORT,MS,34.681,-90.347,3.0,60.043653250774,101.1,0.0,6299.369999999998,0.0,0.0,0.0
2112,723320,TUPELO REGIONAL AIRPORT,MS,34.262,-88.771,5.0,64.38980716253444,102.9,1.2,54.22,0.0,0.0,0.0
132,722355,VICKSBURG MUNICIPAL AIRPORT,MS,32.233,-90.933,12.2,65.17134670487106,96.8,0.0,0.0,0.0,0.0,0.0
352,720717,WEST DELTA 27A               ,MS,29.117,-89.55,-18.4,48.75116279069768,80.6,0.0,0.0,0.0,0.0,0.0
107,720994,ALPHA (RAYNESFORD)           ,MT,47.283,-110.8,-23.8,43.54525993883793,98.6,0.0,4409.350000000001,0.0,0.0,0.0
1412,726777,BAKER MUNICIPAL AIRPORT,MT,46.358,-104.25,-27.0,42.772602739726025,102.0,0.0,26.599999999999994,0.0,0.0,0.0
1789,727740,BERT MOONEY AIRPORT,MT,45.965,-112.501,-40.0,40.02904109589041,96.1,0.0,10.040000000000003,0.0,0.0,0.0
2520,726770,BILLINGS LOGAN INTERNATIONAL,MT,45.807,-108.542,-25.1,47.480000000000004,102.9,269.50000000000006,15.540000000000003,0.0,5.0,5.0
168,720995,BRAVO (GEYSER)               ,MT,47.283,-110.367,-23.8,40.00535714285714,96.1,0.0,302.2000000000001,0.0,0.0,0.0
194,720996,CHARLIE (STANFORD)           ,MT,47.1,-110.167,-23.1,43.04952076677316,96.8,0.0,4309.88,0.0,0.0,0.0
1787,727690,CUT BANK MUNICIPAL AIRPORT,MT,48.603,-112.375,-29.0,42.4560773480663,96.1,229.7,109.21999999999998,0.0,0.0,0.0
815,726676,DAWSON COMMUNITY AIRPORT,MT,47.133,-104.8,-25.1,43.465934065934064,104.0,0.0,1224.62,0.0,0.0,0.0
106,720997,DELTA (DENTON)               ,MT,47.383,-109.817,-25.6,44.34843304843306,101.7,0.0,8.940000000000001,0.0,0.0,0.0
1788,727700,DILLON AIRPORT,MT,45.258,-112.554,-36.0,41.23232876712329,97.0,196.20000000000002,4.710000000000001,0.0,0.0,0.0
182,720998,ECHO (WINIFRED)              ,MT,47.45,-109.417,-25.6,44.96360946745562,101.5,0.0,5707.300000000001,0.0,0.0,0.0
189,720999,FOXTROT (AUGUSTA)            ,MT,47.6,-112.317,-34.1,41.817611940298505,96.1,0.0,4705.95,0.0,0.0,0.0
2143,742300,FRANK WILEY FIELD AIRPORT,MT,46.427,-105.883,-29.0,45.355342465753424,106.0,0.0,10.120000000000001,0.0,0.0,0.0
2304,726797,GALLATIN FIELD AIRPORT,MT,45.788,-111.161,-45.0,42.206575342465754,100.0,640.1000000000001,13.330000000000004,0.0,0.0,0.0
2322,727790,GLACIER PARK INTERNATIONAL AI,MT,48.304,-114.264,-34.1,42.84465753424658,98.1,413.90000000000003,17.270000000000003,0.0,0.0,0.0
108,721001,GOLF (SIMMS)                 ,MT,47.333,-112.1,-37.1,43.12054380664652,97.3,0.0,5308.030000000001,0.0,0.0,0.0
2102,727760,GREAT FALLS,MT,47.45,-111.383,-32.1,45.27755102040816,102.0,0.0,14.8,0.0,0.0,0.0
2320,727750,GREAT FALLS INTERNATIONAL AIR,MT,47.473,-111.382,-32.1,45.14709141274239,102.0,284.4,15.33,0.0,0.0,0.0
2321,727770,HAVRE CITY-COUNTY AIRPORT,MT,48.543,-109.763,-36.9,44.12991689750693,102.9,382.4,10.83,0.0,0.0,0.0
2318,727720,HELENA REGIONAL AIRPORT,MT,46.606,-111.964,-35.0,45.675000000000004,102.0,287.6000000000001,11.750000000000002,0.0,0.0,0.0
125,721002,HOTEL (FAIRFIELD)            ,MT,47.7,-111.95,-28.7,45.14697406340058,99.3,0.0,3705.5099999999998,0.0,0.0,0.0
169,721003,INDIA (ULM)                  ,MT,47.317,-111.467,-35.5,45.466567164179104,101.7,0.0,2911.2400000000002,0.0,0.0,0.0
1458,727684,JORDAN AIRPORT,MT,47.326,-106.948,-34.1,46.43917808219178,106.0,4.0,25.459999999999994,0.0,0.0,0.0
197,721004,JULIE (POWER)                ,MT,47.75,-111.55,-32.6,41.900000000000006,97.3,0.0,3608.4200000000005,0.0,0.0,0.0
167,721005,KILO (HARLOWTOWN)            ,MT,46.45,-109.8,-27.9,43.40689655172413,100.6,0.0,5414.039999999999,0.0,0.0,0.0
1459,727686,L M CLAYTON AIRPORT,MT,48.094,-105.574,-35.0,41.98849315068493,104.0,0.0,21.200000000000003,0.0,0.0,0.0
2489,726776,LEWISTOWN MUNICIPAL ARPT,MT,47.049,-109.458,-29.9,42.88104395604395,100.9,85.0,17.280000000000005,0.0,0.0,0.0
191,721006,LIMA (JUDITH GAP)            ,MT,46.7,-109.733,-14.8,29.960714285714282,74.3,0.0,1301.01,0.0,0.0,0.0
1850,727755,MALMSTROM AFHP,MT,47.5,-111.183,-31.5,45.07472222222222,100.9,6.4,7421.119999999999,0.0,0.0,0.0
190,721007,MIKE (MOORE)                 ,MT,47.017,-109.633,-29.4,36.90141509433962,97.2,0.0,2206.09,0.0,0.0,0.0
2305,726798,MISSION FIELD AIRPORT,MT,45.698,-110.441,-27.0,45.81260273972603,102.0,0.0,14.850000000000003,0.0,0.0,0.0
2319,727730,MISSOULA INTERNATIONAL AIRPOR,MT,46.921,-114.093,-18.9,45.809863013698624,104.0,592.1,10.889999999999999,0.0,0.0,0.0
187,721008,NOVEMBER (GRASS RANGE)       ,MT,47.067,-109.033,-23.3,33.91182795698926,87.6,0.0,2.57,0.0,0.0,0.0
109,721009,OSCAR (ROY)                  ,MT,47.333,-108.933,-22.5,35.696218487394965,104.5,0.0,3905.0199999999995,0.0,0.0,0.0
19,720759,RAVALLI CO,MT,46.251,-114.125,-23.8,44.557983193277316,96.8,0.0,13598.64,0.0,0.0,0.0
1460,727687,SIDNEY-RICHLAND MUNI ARPT,MT,47.717,-104.183,-27.0,42.43068493150685,102.9,0.0,1809.7399999999998,0.0,0.0,0.0
2458,727680,WOKAL FIELD/GLASGOW INTL AIRP,MT,48.214,-106.621,-31.0,44.310164835164834,108.0,266.6,10.150000000000002,0.0,0.0,0.0
767,726764,YELLOWSTONE AIRPORT,MT,44.683,-111.117,5.0,52.216568047337276,87.8,0.0,11998.799999999997,0.0,0.0,0.0
1089,723069,ALBERT J ELLIS AIRPORT,NC,34.833,-77.617,12.9,62.767397260273974,98.1,0.0,1081.7599999999998,0.0,0.0,0.0
991,722177,ANDREWS-MURPHY AIRPORT,NC,35.195,-83.865,0.5,55.97650429799427,92.7,0.0,11472.999999999998,0.0,0.0,0.0
1583,723146,ASHE COUNTY AIRPORT,NC,36.432,-81.419,-7.8,51.98491620111731,86.4,0.0,8072.979999999999,0.0,0.0,0.0
1495,746935,ASHEBORO MUNICIPAL AIRPORT,NC,35.654,-79.895,7.7,59.52534435261708,95.4,0.0,6462.580000000002,0.0,0.0,0.0
2205,723150,ASHEVILLE REGIONAL AIRPORT,NC,35.432,-82.538,0.0,56.02,91.9,29.499999999999996,49.220000000000006,0.0,0.0,0.0
689,994975,BEAUFORT  NC,NC,34.2,-76.67,20.3,64.65515320334262,88.0,0.0,0.0,0.0,0.0,0.0
2099,723139,BILLY MITCHELL AIRPORT,NC,35.233,-75.622,21.9,65.05041095890411,90.0,0.0,147.52,0.0,0.0,0.0
2128,723097,BOGUE FIELD MARINE CORPS AUXI,NC,34.683,-77.033,16.0,66.43119777158775,99.0,0.0,1235.3,0.0,0.0,0.0
1834,722198,BOONE WATAUGA HOSPTL,NC,36.2,-81.65,2.8,52.08563380281689,88.0,0.0,7307.599999999998,0.0,0.0,0.0
1812,722191,BRUNSWICK COUNTY AIRPORT,NC,33.929,-78.075,18.5,64.95678670360111,96.8,0.0,5465.44,0.0,0.0,0.0
1099,723174,BURLINGTON ALAMANCE RGL AP,NC,36.047,-79.477,7.0,59.55945205479453,97.0,0.0,88.83999999999999,0.0,0.0,0.0
2139,994160,CAPE LOOKOUT  NC,NC,34.62,-76.52,22.6,65.42191780821918,86.7,0.0,0.0,0.0,0.0,0.0
2507,723140,CHARLOTTE/DOUGLAS INTERNATION,NC,35.224,-80.955,9.0,62.44602739726028,100.9,6.8,44.93000000000001,0.0,1.0,1.0
2202,723090,CHERRY POINT MCAS,NC,34.9,-76.883,17.1,63.83178082191781,98.1,0.0,49.52,0.0,0.0,0.0
884,720274,COLUMBUS CO MUNICIPAL ARPT,NC,34.273,-78.715,17.4,63.92328767123288,96.3,0.0,2262.36,0.0,0.0,0.0
978,722132,CONCORD REGIONAL AIRPORT,NC,35.39,-80.707,8.6,61.400273972602754,98.6,0.0,20797.919999999995,0.0,0.0,0.0
2346,723095,CRAVEN COUNTY REG AIRPORT,NC,35.068,-77.048,18.0,63.346575342465755,96.1,0.0,51.28999999999999,0.0,0.0,0.0
1761,723626,CURRITUCK COUNTY AIRPORT,NC,36.399,-76.016,14.4,61.06794520547946,94.5,0.0,11509.409999999998,0.0,0.0,0.0
889,720279,CURTIS L BROWN JR FLD ARPT,NC,34.602,-78.578,15.8,63.68986301369863,99.1,0.0,6255.039999999998,0.0,0.0,0.0
1806,723046,DARE COUNTY REGIONAL AIRPORT,NC,35.917,-75.702,18.5,62.09863013698631,94.3,0.0,3877.0199999999995,0.0,0.0,0.0
957,722079,DAVIDSON COUNTY AIRPORT,NC,35.781,-80.304,7.2,59.232054794520536,96.4,0.0,4473.94,0.0,0.0,0.0
