,usaf,name,state,lat,lon
747,720492,CALEDONIA COUNTY AIRPORT,VT,44.567,-72.017
748,720493,NEWPORT AP,VT,44.883,-72.233
749,720501,TAPPAHANNOCK ESSEX COUNTY AIR,VA,37.85,-76.883
750,720541,OXFORD UNIV,MS,34.383,-89.55
751,720542,LAGO VISTA RUSTY ALLEN AIRPOR,TX,30.5,-97.967
752,720543,DE KALB COUNTY AIRPORT,IN,41.3,-85.067
753,720545,CHESTER AIRPORT,CT,41.384,-72.506
754,720584,ZAPATA COUNTY AIRPORT,TX,26.967,-99.25
755,720586,PLATTEVILLE MUNICIPAL AIRPORT,WI,42.683,-90.45
756,720592,H L SONNY CALLAHAN AIRPORT,AL,30.46,-87.877
757,720593,STARKE COUNTY AIRPORT,IN,41.333,-86.667
758,720594,HOUSTON DUNN HELISTOP,TX,29.717,-95.383
759,722231,HAMILTON MUNICIPAL AIRPORT,TX,31.666,-98.149
760,720413,POSEY FIELD AIRPORT,AL,34.267,-87.6
761,720414,KNOX COUNTY AIRPORT,OH,40.333,-82.517
762,720415,FREMONT MUNICIPAL AIRPORT,MI,43.433,-86.0
763,720578,STEPHENS COUNTY AIRPORT,TX,32.717,-98.892
764,720587,ABBEVILLE CHRIS CRUSTA MEMORI,LA,29.976,-92.084
765,722691,CLAXTON EVANS COUNTY AIRPORT,GA,32.2,-81.87
766,722692,WARRENTON FAUQUIER AIRPORT,VA,38.586,-77.711
767,723107,SANTEE COOPER REGIONAL AIRPOR,SC,33.587,-80.209
768,747917,MT PLEASANT REGIONAL AIRPORT,SC,32.9,-79.783
773,704890,DUTCH HARBOR AIRPORT,AK,53.895,-166.543
774,722520,LAREDO INTERNATIONAL AIRPORT,TX,27.533,-99.467
775,998233,GULFPORT OUTER RANGE,MS,30.233,-88.983
776,998241,SEABULK TAMPA,FL,27.917,-82.45
777,998228,C-CUT ST PETERSBURG,FL,27.667,-82.617
778,998231,DOCK C PASCAGOULA,MS,30.35,-88.567
779,998239,RANGE A REAR PASCAGOULA,MS,30.333,-88.517
780,998234,WEST PIER GULFPORT,MS,30.35,-89.083
781,998235,NIAGRA INTAKE,NY,43.067,-79.017
782,998242,SAGINAW BAY LIGHT 1          ,MI,43.8,-83.717
783,998245,WILLOUGHBY DEGUASSING STATION,VA,36.983,-76.317
784,998236,PACKERY CHANNEL,TX,27.633,-97.233
785,998244,TPA CRUISE TERMINAL 2 TAMPA  ,FL,27.933,-82.433
786,998222,KILO NALU OBS (WAVE SENSOR)  ,HI,21.283,157.867
790,998221,ALITAK,AK,56.9,-154.25
791,998224,ATKA,AK,52.233,-174.167
792,998226,ROCKPORT,TX,28.017,-97.05
793,998217,AMERADA PASS,LA,29.45,-91.333
794,998218,SHELL BEACH,LA,29.867,-89.667
795,998219,BAY WAVELAND YACHT CLUB,MS,30.317,-89.317
796,998225,PORT ARTHUR,TX,29.867,-93.933
797,690090,HURLBURT FLD/EXERCIS,FL,30.433,-86.717
798,998216,CHAMBERS ISLAND,WI,45.2,-87.35
800,702629,CAPE DECISION CG HELIPORT,AK,56.0,-134.133
801,998212,CAMPBELL PARK,FL,27.767,-82.65
802,998211,OCEAN CITY INLET,MD,38.317,-75.083
803,725171,ALLENTOWN QUEEN CITY MUNI,PA,40.567,-75.483
807,720588,OXFORD,MS,34.383,-89.533
808,720579,LAJITAS INTL ARPT,TX,29.278,-103.687
809,701196,BOB BARKER MEMORIAL AIRPORT,AK,66.983,-160.433
813,998208,LAKE WATEREE,SC,34.333,-80.7
814,998206,ELFIN COVE,AK,58.183,-136.333
815,722813,PIONEER AIRFIELD,AZ,31.607,-110.428
816,997853,DATA BUOY 44054              ,DE,38.883,-75.183
819,997984,DATA BUOY 46094              ,OR,44.633,-124.3
820,998157,DATA BUOY 46076              ,AK,59.5,-148.0
821,997852,DATA BUOY 44053              ,VA,37.233,-76.5
822,997983,DATA BUOY 41037              ,NC,33.983,-77.35
823,998154,DATA BUOY 44055              ,DE,39.117,-75.25
824,998159,DATA BUOY 46231              ,CA,32.75,-117.367
825,998160,DATA BUOY 46234              ,CA,34.1,-119.167
826,998161,DATA BUOY 46235              ,CA,32.567,-117.167
827,998162,DATA BUOY 46236              ,CA,36.767,-121.95
828,998163,DATA BUOY 46237              ,CA,37.783,-122.6
829,998164,DATA BUOY 51203              ,HI,30.783,-157.017
830,998155,DATA BUOY 44060              ,CT,41.267,-72.067
831,998158,DATA BUOY 46085              ,AK,55.85,-142.55
832,997848,GARDEN BANKS 426 - AUGER     ,LA,27.55,-92.49
836,720582,TODD FLD,MN,45.899,-94.874
837,720583,LAKE ELMO,MN,44.997,-92.856
838,720585,ELBOW LAKE MUNI,MN,45.986,-95.992
839,998202,DOCK E PORT OF PASCAGOULA,MS,30.35,-88.5
840,998189,USGC FREEPORT,TX,28.933,-95.3
844,998203,WEST NEEBISH,MI,46.283,-84.2
845,998191,HILO,HI,19.717,-155.05
846,998195,NAWILIWILI,HI,21.95,-159.35
847,998196,MOBILE STATE DOCKS,AL,30.7,-88.033
848,998198,SELDOVIA,AK,59.433,-151.717
849,998201,PASCAGOULA NOAA LAB,MS,30.35,-88.567
850,998193,MOKUOLOE,HI,21.433,-157.783
851,998194,NEW CANAL,LA,30.017,-90.117
852,998199,PANAMA CITY,FL,30.15,-85.667
853,998197,OAKLAND MIDDLE HARBOR MET,CA,37.8,-122.317
854,998204,WESTPORT,WA,46.917,-124.117
855,998192,COAST GUARD SECTOR,AL,30.65,-88.05
856,722239,LOWE ARMY HELIPORT (FORT RUCK,AL,31.356,-85.751
862,720399,CAMP BLANDING AAF,FL,29.952,-81.98
864,720562,RANGE OP 13 / YAKIMA TRAINING,WA,46.8,-120.167
865,998187,LAKE MARION,SC,33.55,-80.5
870,720494,FRANKLIN COUNTY STATE AIRPORT,VT,44.933,-73.1
871,997342,MILWAUKEE,WI,43.05,-87.88
873,997359,ALPENA,MI,45.067,-83.417
875,722368,THOMAS P STAFFORD,OK,35.55,-98.667
876,994045,APPALACHICOLA,FL,29.73,-84.98
881,994973,N PIER  DEATHS DOOR,WI,45.28,-86.98
882,997184,SCOTIAN SHELF,ME,43.62,-66.55
885,997981,FOLLY BEACH PIER,SC,32.65,-79.933
886,998175,CAL POLY PIER,CA,35.167,-120.733
887,726392,SUNLIGHT MTN,CO,39.43,-107.38
888,997799,SISTERS ISLAND,AK,58.167,-135.25
889,997306,SPRINGMAID PIER,SC,33.65,-78.92
892,997271,THE BATTERY,NY,40.701,-74.014
893,998177,LAKE MURRAY,SC,34.1,-81.267
894,997995,SOUTH SLOUGH RESERVE,OR,43.35,-124.317
895,998174,PORT INGLESIDE,TX,27.817,-97.2
896,998181,CLEAR LAKE,TX,29.55,-95.067
900,998176,SUPERIOR GRAND TRAVERSE BAY,MI,47.183,-88.233
901,998179,OLD WOMEN CREEK,OH,41.383,-82.5
902,998180,PORT SANILAC,MI,43.417,-82.533
903,998178,BARTLET COVE,AK,58.45,-135.883
904,998182,ROLLOVER PASS,TX,29.517,-94.5
905,998183,SOUTH BIRD ISLAND,TX,27.483,-97.317
906,998185,SEADRIFT,TX,28.4,-96.717
907,994977,GRAND ISLE,LA,29.27,-89.95
911,724462,HOUSTON CO,TX,31.307,-95.404
912,997794,OCEAN CREST PIER,NC,33.9,-78.15
913,997786,VIMS PIER,VA,37.25,-76.5
914,997789,ELDRED ROCK,AK,58.967,-135.217
915,997339,MICHIGAN CITY,IN,41.73,-86.93
916,997737,SILVER BAY,MN,47.27,-91.08
917,997738,SAXON HARBOR,WI,46.57,-90.43
918,997288,QUONSET POINT,RI,41.58,-71.4
919,703055,MANOKOTAK,AK,58.99,-159.05
920,722111,ISBELL FLD,AL,34.474,-85.721
921,722366,SLIDELL LA WSO/WSR,LA,30.343,-89.822
922,722654,FT STOCKTON\PECOS,TX,30.912,-102.917
923,724029,RICHMOND (ASOS)              ,VA,37.708,-77.434
924,725788,MC CALL,ID,44.889,-116.102
925,726134,WHITEFIELD (ASOS)            ,NH,44.368,-71.545
926,726391,COTTONWOOD PASS,CO,38.78,-106.22
927,994972,ALGOMA CITY MARINA,WI,44.6,-87.43
928,994974,YACHT WORKS SISTER,WI,45.2,-87.12
929,997291,FOREST OIL HIGH ISLA,LA,28.12,-93.67
930,997299,CHEASAPEAKE BRIDGE,VA,36.97,-76.12
931,997363,GALVESTON PLEASURE,TX,29.28,-94.78
932,997732,PORTAGE CANAL,MI,47.27,-88.53
933,997733,PULASKI SHOAL LIGHT,FL,24.68,-82.77
934,997791,BERTH 223 MET                ,FL,27.917,-82.433
935,997810,BRUTUS GREEN CANYON 158      ,LA,27.8,-90.667
936,998166,CONNEAUT BREAKWATER,OH,41.983,-80.55
937,998168,NIAGARA CG STATION,NY,43.267,-79.067
939,997362,FREEPORT,TX,28.95,-95.3
940,994014,SEATTLE,WA,47.605,-122.338
941,994019,MONTEREY,CA,36.605,-121.888
942,997357,MCKAY BAY ENTRANCE,FL,27.913,-82.425
943,997368,SABINE PASS NORTH,TX,29.73,-93.87
944,997686,FRIPPS INLET,SC,32.33,-80.45
945,997703,PILOT STATION EAST,LA,28.92,-89.4
946,997734,TIBURON PIER,CA,37.92,-122.45
947,998165,MISSION ARANASAS RESERVE,TX,28.133,-97.033
948,994009,ANCLOTE GULF PARK,FL,28.18,-82.78
949,997272,BERGEN POINT,NY,40.639,-74.146
950,997276,CAPE MAY,NJ,38.97,-74.97
951,997310,SUNSET BEACH  NC,NC,33.87,-78.5
952,997365,BAYOU LABRANCH,LA,30.05,-90.37
953,997370,MORGANS POINT,TX,29.68,-94.98
954,997709,S CAPERS ISLAND,SC,32.85,-79.7
955,997784,MEAHER PARK,AL,30.65,-87.933
956,702625,NIKOLAI,AK,63.02,-154.36
957,702628,MARSHALL DON HUNTER SR,AK,61.864,-162.026
958,702686,AKIAK,AK,60.903,-161.231
959,702697,NEW STUYAHOK,AK,59.45,-157.33
960,703054,SCAMMON BAY,AK,61.845,-165.571
961,703925,KOLIGANEK,AK,59.73,-157.26
962,720254,CHEHALIS CENTRALIA,WA,46.677,-122.983
963,720333,CORONA MUNI,CA,33.9,-117.6
964,720334,MONTGOMERY CO AIRPARK,MD,39.168,-77.166
965,720339,RYAN FLD,AZ,32.142,-111.175
966,720367,PAYNESVILLE MUNI,MN,45.372,-94.747
967,720377,NEWPORT MUNI,AR,35.638,-91.176
968,720378,NEW CASTLE MUNI,PA,41.025,-80.413
969,720382,ST MICHAEL,AK,63.49,-162.11
970,720385,BERTHOUD PASS,CO,39.8,-105.767
971,720388,PUYALLUP THUN FIELD,WA,47.1,-122.283
972,720391,BEEVILLE MUNI,TX,28.35,-97.717
973,720392,HOMERVILLE,GA,31.056,-82.774
974,720393,HEREFORD MUNI,TX,34.858,-102.326
976,720395,PLEASANTON MUNI,TX,28.954,-98.52
977,720397,OHIO UNIVERSITY SNYDER FLD,OH,39.211,-82.231
978,720401,CLINTON MUNI,AR,35.6,-92.45
979,720404,KICKAPOO DOWNTOWN AIRPORT,TX,33.85,-98.483
980,720407,ROBERT J MILLER AIRPARK,NJ,39.933,-74.3
981,720408,COATESVILLE/CARLSON AIRPORT,PA,39.983,-75.867
982,722218,CAMBRIDGE DORCHESTER,MD,38.539,-76.03
983,722261,OKEECHOBEE CO,FL,27.263,-80.85
984,722291,PLATTSMOUTH MUNI,NE,40.95,-95.918
985,722331,IOWA FALLS MUNI,IA,42.467,-93.267
986,722367,WARRENSBURG,MO,38.783,-93.8
987,724293,MOUNT WERNER,CO,40.46,-106.76
988,724694,FRONT RANGE,CO,39.785,-104.543
989,725294,WADESBORO ANSON CO,NC,35.021,-80.077
990,994976,GB ENTRANCE LIGHT,WI,44.65,-87.9
991,997394,MOORED BUOY 46229            ,CA,43.4,-124.65
992,997806,CDIP BUOY,FL,28.4,-80.533
993,997807,FORT PIERCE,FL,27.55,-80.217
994,997389,SUNSET NEARSHORE,NC,33.848,-78.489
995,997392,MOORED BUOY 46091            ,CA,36.83,-121.9
996,997433,ONSLOW BAY INNER,NC,34.476,-77.28
997,997813,SW BERING SEA,AK,55.0,175.283
998,997814,SHELIKOF STRAIT,AK,57.917,-154.25
999,703058,NELSON LAGOON,AK,56.01,-161.16
1000,997375,MOORED BUOY 46092            ,CA,36.75,-122.02
1001,997376,MOORED BUOY 46093            ,CA,36.68,-122.4
1002,997783,GODWIN ISLAND MET STATION,VA,37.217,-76.4
1003,720384,STEVENSVILLE,MD,38.967,-76.333
1004,722369,INGLESIDE,TX,27.917,-97.2
1005,997040,DIAMOND SHOALS,NC,35.06,-75.38
1006,720409,BLAIRSVILLE AIRPORT,GA,34.85,-83.983
1007,994012,CRESCENT CITY,CA,41.745,-124.183
1008,994036,RICHMOND,CA,37.928,-122.4
1009,994979,GRAVELLY SHOALS,MI,44.02,-83.53
1010,997283,NEW LONDON,CT,41.35,-72.08
1011,997286,PHILADELPHIA,PA,39.93,-75.0
1012,997292,LA JOLLA,CA,32.87,-117.25
1013,997293,MARBLEHEAD,OH,41.55,-82.9
1014,997295,TOLEDO,OH,41.68,-83.4
1015,997338,CHICAGO,IL,42.0,-87.5
1016,997340,KENOSHA,WI,42.58,-87.8
1017,997341,MUSKEGON,MI,43.23,-86.33
1018,997343,SOUTH HAVEN,MI,42.4,-86.28
1019,997344,TOLEDO LIGHT 2               ,OH,41.82,-83.18
1020,997692,CLEVELAND,OH,41.53,-81.63
1021,997697,LITTLE RAPIDS,MI,46.48,-84.3
1022,997698,NEWBOLD,PA,40.8,-74.75
1023,997731,GRAND TRAVERSE LIGHT,MI,45.2,-85.55
1024,997735,WAUKEGAN HARBOR,IL,42.35,-87.82
1025,997736,PORT WASHINGTON,WI,43.38,-87.87
1026,997739,GRAND MARAIS,MI,46.667,-85.967
1027,997741,KEWAUNEE,WI,44.45,-87.483
1028,997743,ROBBINS REEF,NJ,40.65,-74.067
1029,997785,MENOMINEE,MI,45.1,-87.583
1030,997787,BURNS HARBOR,IN,41.65,-87.15
1031,997788,CAPE DECISION,AK,56.0,-134.133
1032,997792,FAIRPORT,MI,45.617,-86.65
1033,997793,NAUBINWAY,MI,46.083,-85.433
1034,997795,ONTONAGON,MI,46.867,-89.333
1035,997797,POINT RETREAT,AK,58.4,-134.95
1036,997802,BIG SABLE POINT,MI,44.05,-86.517
1037,997803,PORT WING,MI,46.783,-91.383
1038,997804,CAPE SPENCER,AK,58.2,-136.633
1039,997982,PORT INLAND,MI,45.967,-85.867
1040,997988,BIG BAY,MI,46.817,-87.717
1041,997989,OLCOTT HARBOR,NY,43.333,-78.717
1042,997996,ST CLAIR SHORES,MI,42.467,-82.867
1043,997999,GENEVA ON THE LAKE,OH,41.85,-80.967
1044,998001,HURON LIGHT,OH,41.4,-82.55
1045,998004,NARRAGANSETT BAY RESERVE,RI,41.633,-71.333
1046,998008,ROOKERY BAY RESERVE,FL,26.033,-81.7
1047,998009,ROCHESTER,NY,43.25,-77.583
1048,998012,ST JOSEPH,MI,42.1,-86.483
1049,998015,WELLS RESERVE,ME,43.333,-70.55
1050,998173,MOSS LANDING S HARBOR,CA,36.8,-121.783
1051,994046,NANTUCKET ISLAND,MA,41.28,-70.1
1052,994971,BOSTON,MA,42.35,-71.05
1053,997364,GALVESTON PIER 21            ,TX,29.3,-94.78
1054,997372,REEDY POINT,DE,39.9,-75.57
1055,998016,WEEKS BAY RESERVE,AL,30.417,-87.833
1056,994011,ASTORIA,OR,46.208,-123.767
1057,994015,FRIDAY HARBOR,WA,48.547,-123.01
1058,994016,SAN FRANCISCO,CA,37.807,-122.465
1059,994017,NORTH SPIT,CA,40.767,-124.217
1060,994018,LA JOLLA,CA,32.867,-117.258
1061,994022,POINT REYES,CA,37.99,-122.975
1062,994023,PORT SAN LUIS,CA,35.177,-120.76
1063,994026,SOUTH BEACH,OR,44.625,-124.043
1064,994027,SAN DIEGO,CA,32.713,-117.173
1065,994028,SANTA MONICA PIER,CA,34.008,-118.5
1066,994032,CHARLESTON,OR,43.345,-124.322
1067,994033,ALAMEDA,CA,37.772,-122.298
1068,994034,PORT CHICAGO,CA,38.057,-122.038
1069,994035,LOS ANGELES,CA,33.72,-118.272
1070,994044,ARENA COVE,CA,38.92,-123.7
1071,997358,MAYPORT,FL,30.397,-81.43
1072,997781,COVE POINT,MD,38.717,-76.65
1073,997782,DOMINION TERMINAL ASSOCIATION,VA,36.967,-76.417
1074,994006,BIG CARLOS PASS,FL,26.4,-81.88
1075,994007,HONOLULU,HI,21.3,-157.87
1076,994047,PENSACOLA,FL,30.4,-87.22
1077,997294,POTTER COVE - PRUDENCE ISLAND,RI,41.637,-71.339
1078,997337,CALCASIEU PASS,LA,29.768,-93.343
1079,997381,ANCHORAGE,AK,61.23,-149.88
1080,997688,BISHOPS HEAD,MD,38.22,-76.03
1081,997689,BRANDYWINE SHOAL LGT,DE,38.98,-75.1
1082,997691,CAPE HENRY,VA,36.93,-76.02
1083,997693,S CRANEY ISLAND,VA,36.88,-76.33
1084,997695,JOHN MERCER PIER,NC,34.2,-77.83
1085,997696,LA PUSH,WA,47.92,-124.63
1086,997701,PORT MANATEE,FL,27.63,-82.57
1087,997702,PINEY POINT,MD,38.13,-76.53
1088,997704,RED DOG DOCK,AK,67.57,-164.65
1089,997706,GARIBALDI TILLAMOOK,OR,45.55,-123.9
1090,997729,GALVESTON BAY N JETY,TX,29.35,-94.72
1091,997779,SHIP JOHN SHOAL,NJ,39.3,-75.367
1092,997801,LONGVIEW,WA,46.1,-122.95
1093,997993,GREAT BAY RESERVE,NH,43.05,-70.833
1094,997994,CHESAPEAKE BAY,MD,38.767,-76.7
1095,997997,ELKHORN SLOUGH RESERVE,CA,36.817,-121.733
1096,998007,PADILLA BAY RESERVE,WA,48.467,-122.467
1097,998011,SAN FRANCISCO BAY RESERVE,CA,38.217,-122.017
1098,997384,MOLUOLOE,HI,20.9,-156.47
1099,997798,SOUTH DOUGLAS,AK,58.267,-134.433
1100,998000,GUANA TOLOMATO MATANZAS,FL,29.65,-81.217
1101,998005,NORTH INLET-WINYAH BAY,SC,33.35,-79.183
1102,998013,TIJUANA RIVER RESERVE,CA,32.575,-117.127
1103,994013,CHEERY POINT,WA,48.863,-122.758
1104,994021,NEAH BAY,WA,48.368,-124.617
1105,994024,PORT ANGELES,WA,48.125,-123.44
1106,994025,PORT TOWNSEND,WA,48.112,-122.758
1107,994029,TOKE POINT,WA,46.708,-123.965
1108,994048,TACOMA,WA,47.267,-122.413
1109,997386,PRUDHOE BAY,AK,70.4,-148.52
1110,997796,POINT BISHOP,AK,58.2,-134.133
1111,997990,ACE BASIN RESERVE,SC,32.55,-80.45
1112,997992,APALACHICOLA RESERVE,FL,29.783,-84.883
1113,998006,NORTH CAROLINA RESERVE,NC,34.15,-77.85
1114,998010,SAPELO ISLAND RESERVE,GA,31.417,-81.283
1115,998169,DELAWARE RESERVE,DE,39.083,-75.433
1116,994008,FRED HOWARD PARK,FL,28.12,-82.8
1117,994041,REDWOOD CITY,CA,37.507,-122.2
1118,997297,CAMBRIDGE  MD,MD,38.57,-76.07
1119,997301,FT PALASKI,GA,32.03,-80.9
1120,997346,FT MYERS,FL,26.65,-81.87
1121,997707,WELLS,ME,43.32,-70.55
1122,997347,FERNANDINA BEACH,FL,30.67,-81.47
1123,997348,KEY WEST,FL,24.55,-81.8
1124,997371,KIPTOPEKE,VA,37.17,-75.98
1125,997380,ADAK ISLAND,AK,51.87,-176.63
1126,994031,PORT ORFORD,OR,42.74,-124.497
1127,997382,NIKISKI AK,AK,60.68,-151.4
1128,997383,NOME NORTON SOUND,AK,64.5,-165.42
1129,997694,DELAWARE CITY,DE,39.58,-75.58
1130,997687,BURLINGTON DEL RIVER,NJ,40.08,-74.88
1131,997705,OLD PORT TAMPA,FL,27.85,-82.55
1132,993711,SEWELLS POINT  VA,VA,36.95,-76.33
1133,994975,BEAUFORT  NC,NC,34.2,-76.67
1134,997270,ATLANTIC CITY,NJ,39.35,-74.42
1135,997273,BORDEN FLATS LIGHT,MA,41.7,-71.17
1136,997274,WOODS HOLE,MA,41.52,-70.67
