,usaf,name,state,lat,lon,elev,min_temp,mean_temp,max_temp,total_snow,total_precipitation,high_prcp_days,tornado_funnel_cloud,hail,severity_rating
1985,727130,PRESQUE ISLE (AWOS)          ,ME,46.683,-68.05,+0146.0,-35.0,42.24575342465753,91.9,0.0,29.98,0.0,0.0,0.0,0.0
1632,726064,SANFORD REGIONAL AIRPORT,ME,43.394,-70.708,+0074.4,-11.9,48.15095890410959,98.1,0.0,41.67,0.0,0.0,0.0,0.0
37,720472,STEVEN A BEAN MUNI,ME,44.992,-70.665,+0556.3,-22.0,39.42676579925651,132.8,0.0,0.0,0.0,0.0,0.0,0.0
1633,726073,WATERVILLE ROBERT LAFLEUR ARP,ME,44.533,-69.667,+0094.5,-17.0,47.41699716713881,91.9,0.0,38.8,0.0,0.0,0.0,0.0
679,997707,WELLS,ME,43.32,-70.55,+0006.0,-1.5,45.90761904761904,91.9,0.0,0.0,0.0,0.0,0.0,0.0
620,998015,WELLS RESERVE,ME,43.333,-70.55,+0019.0,-4.7,49.170224719101114,91.9,0.0,0.0,0.0,0.0,0.0,0.0
1424,727135,WISCASSET AIRPORT,ME,43.964,-69.712,+0020.7,-13.0,48.048484848484854,91.9,0.0,45.21,0.0,0.0,0.0,0.0
1264,725404,ADRIAN LENAWEE COUNTY ARPT,MI,41.868,-84.079,+0242.6,-9.0,49.51780821917808,95.0,0.0,30.3,0.0,0.0,0.0,0.0
212,998492,ALGONAC,MI,42.621,-82.527,+0174.4,1.0,49.21745152354571,99.0,84.0,0.0,0.0,0.0,0.0,0.0
513,997359,ALPENA,MI,45.067,-83.417,+0179.0,-6.7,44.98736263736264,90.9,0.0,0.0,0.0,0.0,0.0,0.0
2295,726390,ALPENA COUNTY REGIONAL AIRPOR,MI,45.072,-83.564,+0208.5,-16.1,44.95671232876712,96.1,489.20000000000005,32.03,0.0,0.0,0.0,0.0
1257,725374,ANN ARBOR MUNICIPAL ARPT,MI,42.223,-83.744,+0255.7,-13.0,48.42575342465754,93.0,0.0,28.54,0.0,0.0,0.0,0.0
1666,727436,ANTRIM COUNTY AIRPORT,MI,44.986,-85.203,+0189.0,-14.6,45.611232876712336,92.7,0.0,0.0,0.0,0.0,0.0,0.0
1555,722186,BEAVER ISLAND AIRPORT,MI,45.689,-85.566,+0203.0,-9.6,44.05179063360881,88.7,0.0,0.0,0.0,0.0,0.0,0.0
612,997988,BIG BAY,MI,46.817,-87.717,+0185.0,-15.0,42.273351648351635,90.0,0.0,0.0,0.0,0.0,0.0,0.0
608,997802,BIG SABLE POINT,MI,44.05,-86.517,+0186.0,13.6,58.44477611940298,87.4,0.0,0.0,0.0,0.0,0.0,0.0
2293,726370,BISHOP INTERNATIONAL AIRPORT,MI,42.967,-83.749,+0234.7,-14.1,48.973698630136994,96.1,255.70000000000007,28.65,0.0,0.0,0.0,0.0
1269,725414,BRANCH COUNTY MEMO AIRPORT,MI,41.933,-85.053,+0292.3,-6.0,49.16246575342466,93.7,0.0,0.0,0.0,0.0,0.0,0.0
1270,725415,BROOKS FIELD AIRPORT,MI,42.251,-84.956,+0286.8,-7.6,48.8386301369863,94.3,0.0,26.09,0.0,0.0,0.0,0.0
2268,725390,CAPITAL CITY AIRPORT,MI,42.776,-84.6,+0261.8,-2.9,50.15232876712329,98.1,287.2,34.35,0.0,0.0,0.0,0.0
1665,727434,CHARLEVOIX MUNICIPAL ARPT,MI,45.305,-85.275,+0196.9,-8.7,45.056438356164385,91.0,0.0,0.0,0.0,0.0,0.0,0.0
917,720321,CHEBOYGAN COUNTY AIRPORT,MI,45.654,-84.519,+0193.6,-16.6,43.219113573407206,89.6,0.0,0.0,0.0,0.0,0.0,0.0
2367,726387,CHERRY CAPITAL AIRPORT,MI,44.741,-85.583,+0188.4,-6.0,47.97808219178082,96.1,409.20000000000005,30.5,0.0,0.0,0.0,0.0
1425,727344,CHIPPEWA COUNTY INTL ARPT,MI,46.25,-84.467,+0243.5,-18.0,41.98166666666667,88.0,0.0,23.98,0.0,0.0,0.0,0.0
1262,725387,COPPER HARBOR,MI,47.467,-87.883,+0190.8,-6.0,42.05835616438356,93.0,0.0,31.19,0.0,0.0,0.0,0.0
1629,725418,CUSTER AIRPORT,MI,41.94,-83.435,+0186.5,-8.7,50.12575342465754,95.2,0.0,19.580000000000002,0.0,0.0,0.0,0.0
1654,726480,DELTA COUNTY AIRPORT,MI,45.733,-87.083,+0181.1,-22.0,42.39230769230771,93.9,0.0,16.94,0.0,0.0,0.0,0.0
2362,725375,DETROIT CITY AIRPORT,MI,42.409,-83.01,+0190.8,1.0,52.533424657534255,98.1,0.0,23.95,0.0,0.0,0.0,0.0
2478,725370,DETROIT METRO WAYNE COUNTY AI,MI,42.231,-83.331,+0192.3,-5.1,51.15205479452055,96.1,175.30000000000004,25.54,0.0,0.0,0.0,0.0
763,720375,DRUMMOND ISLAND AIRPORT,MI,46.007,-83.743,+0202.7,-16.6,42.2572625698324,85.6,0.0,21.56,0.0,0.0,0.0,0.0
142,720902,DUPONT LAPEER AIRPORT,MI,43.067,-83.267,+0254.2,-15.5,48.22,95.4,0.0,17.18,0.0,0.0,0.0,0.0
604,997792,FAIRPORT,MI,45.617,-86.65,+0186.0,-5.3,43.0531506849315,82.2,0.0,0.0,0.0,0.0,0.0,0.0
891,720284,FITCH H BEACH AIRPORT,MI,42.574,-84.811,+0267.6,-9.0,48.312876712328766,93.7,0.0,18.88,0.0,0.0,0.0,0.0
1667,727437,FORD AIRPORT,MI,45.818,-88.114,+0342.0,-25.1,42.29342465753425,98.1,0.0,16.88,0.0,0.0,0.0,0.0
1523,720340,FRANKFORT DOW MEMORIAL FIELD,MI,44.626,-86.201,+0192.6,-6.7,46.51108033240998,87.8,0.0,0.0,0.0,0.0,0.0,0.0
474,720415,FREMONT MUNICIPAL AIRPORT,MI,43.433,-86.0,+0253.3,-6.9,48.38219178082192,91.9,0.0,0.0,0.0,0.0,0.0,0.0
2365,726350,GERALD R FORD INTERNATIONAL A,MI,42.883,-85.524,+0244.8,-2.0,48.985205479452055,95.0,443.20000000000005,36.53,0.0,0.0,0.0,0.0
1668,727445,GOGEBIC-IRON COUNTY ARPT,MI,46.533,-90.133,+0374.9,-24.0,40.44876712328767,93.9,0.0,24.080000000000002,0.0,0.0,0.0,0.0
598,997739,GRAND MARAIS,MI,46.667,-85.967,+0191.0,-10.7,42.176438356164375,84.6,0.0,0.0,0.0,0.0,0.0,0.0
595,997731,GRAND TRAVERSE LIGHT,MI,45.2,-85.55,+0184.0,4.6,45.95302197802198,91.6,0.0,0.0,0.0,0.0,0.0,0.0
1265,725405,GRATIOT COMMUNITY AIRPORT,MI,43.322,-84.688,+0227.7,-10.3,48.23260273972603,95.2,0.0,0.0,0.0,0.0,0.0,0.0
582,994979,GRAVELLY SHOALS,MI,44.02,-83.53,+0204.0,2.8,46.819452054794525,86.4,0.0,0.0,0.0,0.0,0.0,0.0
959,722093,GRAYLING ARMY AIRFIELD,MI,44.68,-84.729,+0350.2,-22.0,43.47254901960785,93.2,0.0,14.02,0.0,0.0,0.0,0.0
1626,725373,GROSSE ILE MUNICIPAL AIRPORT,MI,42.099,-83.161,+0178.9,-0.8,50.6186301369863,95.2,0.0,16.57,0.0,0.0,0.0,0.0
1261,725386,HARBOR BEACH,MI,44.022,-82.793,+0179.8,0.0,48.079945054945064,97.0,0.0,25.84,0.0,0.0,0.0,0.0
1541,722145,HARBOR SPRINGS AIRPORT,MI,45.426,-84.913,+0206.4,-10.7,44.39834254143646,90.5,0.0,0.0,0.0,0.0,0.0,0.0
1268,725409,HILLSDALE MUNICIPAL ARPT,MI,41.921,-84.586,+0360.3,-7.4,47.946849315068505,90.7,0.0,24.28,0.0,0.0,0.0,0.0
341,998407,HOLLAND,MI,42.768,-86.201,+0178.0,4.6,49.088125000000005,84.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,727440,HOUGHTON COUNTY MEMO ARPT,MI,47.169,-88.489,+0333.8,-22.0,41.49917808219178,98.1,0.0,26.66,0.0,0.0,0.0,0.0
752,720371,HREE RIVERS MUNICIPAL DR HAIN,MI,41.96,-85.593,+0251.2,-5.8,49.648493150684935,93.9,0.0,0.0,0.0,0.0,0.0,0.0
1266,725406,HURON COUNTY MEMORIAL AIRPORT,MI,43.78,-82.986,+0233.5,-12.1,46.9542699724518,94.5,0.0,0.0,0.0,0.0,0.0,0.0
79,A07359,IONIA COUNTY AIRPORT,MI,42.938,-85.061,+0249.0,-4.5,48.58296703296703,95.9,0.0,0.0,0.0,0.0,0.0,0.0
420,720629,JACK BARSTOW AIRPORT,MI,43.663,-84.261,+0194.2,-11.2,48.271153846153844,98.1,0.0,14.88,0.0,0.0,0.0,0.0
2269,725395,JAKSON CO-RYNOLDS FLD ARPT,MI,42.267,-84.467,+0304.2,-9.0,48.97095890410959,95.0,0.0,28.11,0.0,0.0,0.0,0.0
1259,725383,KIRSCH MUNICIPAL AIRPORT,MI,41.817,-85.433,+0281.9,-6.9,49.20493150684931,93.0,0.0,27.42,0.0,0.0,0.0,0.0
1349,726357,KLMAZO/BTL CREEK INTL ARPT,MI,42.235,-85.552,+0264.6,-0.9,50.831232876712335,97.0,163.0,31.24,0.0,0.0,0.0,0.0
593,997697,LITTLE RAPIDS,MI,46.48,-84.3,+0185.0,-19.3,41.892857142857146,88.2,0.0,0.0,0.0,0.0,0.0,0.0
1258,725378,LIVINGSTON COUNTY AIRPORT,MI,42.629,-83.984,+0287.7,-8.5,49.02032967032967,95.2,0.0,17.62,0.0,0.0,0.0,0.0
1640,726394,LUCE COUNTY AIRPORT,MI,46.311,-85.457,+0281.3,-17.5,41.44986301369864,90.7,0.0,20.3,0.0,0.0,0.0,0.0
1427,727435,MACKINAC ISLAND AIRPORT,MI,45.865,-84.637,+0225.6,-7.1,42.22328767123288,82.6,0.0,22.42,0.0,0.0,0.0,0.0
369,998255,MACKINAW CITY,MI,45.783,-84.717,+0178.5,-7.4,43.19285714285714,84.4,0.0,0.0,0.0,0.0,0.0,0.0
1639,726385,MANISTEE CO-BLACKER ARPT,MI,44.267,-86.25,+0189.3,-9.9,46.377900552486196,90.0,0.0,31.64,0.0,0.0,0.0,0.0
373,998405,MANISTEE HARBOR,MI,44.248,-86.346,+0179.5,1.2,47.42534818941505,89.6,0.0,0.0,0.0,0.0,0.0,0.0
1823,726364,MASON COUNTY AIRPORT,MI,43.963,-86.408,+0195.1,-4.5,47.320547945205476,89.1,0.0,25.650000000000002,0.0,0.0,0.0,0.0
1271,725417,MASON JEWETT FIELD AIRPORT,MI,42.566,-84.433,+0281.0,-10.7,49.25589041095891,94.5,0.0,0.0,0.0,0.0,0.0,0.0
2294,726379,MBS INTERNATIONAL AIRPORT,MI,43.533,-84.08,+0201.2,-5.1,48.43945205479452,95.0,195.69999999999996,27.95,0.0,0.0,0.0,0.0
601,997785,MENOMINEE,MI,45.1,-87.583,+0178.0,-10.1,44.25247252747253,92.1,0.0,0.0,0.0,0.0,0.0,0.0
1824,726487,MEONE-MARINETTE TWIN CO AP,MI,45.117,-87.633,+0190.5,-13.0,45.64629080118695,93.0,0.0,4.46,0.0,0.0,0.0,0.0
1630,725424,MOUNT PLEASANT MUNI ARPT,MI,43.622,-84.737,+0230.1,-5.8,47.05232876712328,94.8,0.0,20.32,0.0,0.0,0.0,0.0
339,998339,MOUTH OF BLACK RIVER,MI,42.975,-82.419,+0180.0,3.7,50.403324099723,95.2,0.0,0.0,0.0,0.0,0.0,0.0
874,720198,MUNISING LAKESHORE,MI,46.412,-86.65,+0186.5,-11.9,42.358082191780824,91.0,0.0,36.95,0.0,0.0,0.0,0.0
589,997341,MUSKEGON,MI,43.23,-86.33,+0185.0,2.1,47.88876712328768,82.8,0.0,0.0,0.0,0.0,0.0,0.0
2292,726360,MUSKEGON COUNTY AIRPORT,MI,43.171,-86.237,+0190.5,1.9,50.433424657534246,93.0,382.2,33.25,0.0,0.0,0.0,0.0
605,997793,NAUBINWAY,MI,46.083,-85.433,+0180.0,-11.4,42.023287671232865,80.6,0.0,0.0,0.0,0.0,0.0,0.0
1350,726375,OAKLAND CO. INTNL AIRPORT,MI,42.665,-83.418,+0297.5,-8.0,49.02438356164383,96.1,0.0,21.38,0.0,0.0,0.0,0.0
1729,720113,OAKLAND/TROY AIRPORT,MI,42.543,-83.178,+0218.2,1.4,51.21808219178082,97.7,0.0,0.0,0.0,0.0,0.0,0.0
606,997795,ONTONAGON,MI,46.867,-89.333,+0186.0,-14.3,23.702380952380953,78.3,0.0,0.0,0.0,0.0,0.0,0.0
1976,726395,OSCODA WURTSMITH,MI,44.45,-83.4,+0193.0,-13.4,45.79205479452055,96.8,0.0,12.81,0.0,0.0,0.0,0.0
1267,725407,OTSEGO COUNTY AIRPORT,MI,45.013,-84.701,+0406.9,-20.0,44.95879120879121,93.9,0.0,28.38,0.0,0.0,0.0,0.0
1745,722346,OWOSSO COMMUNITY AIRPORT,MI,42.993,-84.139,+0224.3,-8.0,48.85232876712329,95.9,0.0,0.0,0.0,0.0,0.0,0.0
2132,994090,PASSAGE ISLAND  MI,MI,48.22,-88.37,+0195.4,-8.9,36.7531506849315,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,727347,PELLSTON REGIONAL ARPT OF EMM,MI,45.564,-84.793,+0214.9,-24.0,44.06712328767123,93.0,0.0,34.11,0.0,0.0,0.0,0.0
611,997982,PORT INLAND,MI,45.967,-85.867,+0180.0,-13.7,41.15579268292684,81.0,0.0,0.0,0.0,0.0,0.0,0.0
525,998180,PORT SANILAC,MI,43.417,-82.533,+0191.0,2.8,43.95162790697674,93.4,0.0,0.0,0.0,0.0,0.0,0.0
609,997803,PORT WING,MI,46.783,-91.383,+0186.0,-15.7,39.60989010989012,93.7,0.0,0.0,0.0,0.0,0.0,0.0
539,997732,PORTAGE CANAL,MI,47.27,-88.53,+0198.0,20.8,37.269230769230774,66.9,0.0,0.0,0.0,0.0,0.0,0.0
1426,727417,PRESQUE ISLE COUNTY AIRPORT,MI,45.407,-83.813,+0204.2,-13.7,44.42246575342466,91.6,0.0,0.0,0.0,0.0,0.0,0.0
1628,725416,ROBEN-HOOD ARPT,MI,43.717,-85.5,+0282.9,-8.9,46.85479452054795,92.7,0.0,24.28,0.0,0.0,0.0,0.0
2137,994130,ROCK OF AGES  MI,MI,47.87,-89.31,+0183.5,-10.5,38.15068493150685,78.4,0.0,0.0,0.0,0.0,0.0,0.0
2366,726380,ROSCOMMON COUNTY AIRPORT,MI,44.359,-84.674,+0350.8,-15.0,44.71479452054795,91.0,527.5999999999999,30.63,0.0,0.0,0.0,0.0
484,998242,SAGINAW BAY LIGHT 1          ,MI,43.8,-83.717,+0188.0,0.3,47.940555555555555,87.1,0.0,0.0,0.0,0.0,0.0,0.0
974,722125,SAGNAW CO H.W. BROWNE ARPT,MI,43.433,-83.867,+0182.9,-8.0,48.944109589041105,95.2,0.0,0.0,0.0,0.0,0.0,0.0
2312,727340,SAULT STE MARIE MUNI/SASN FIE,MI,46.479,-84.357,+0220.1,-15.0,42.18054794520549,89.1,2479.3,38.49,0.0,0.0,0.0,0.0
1638,726284,SAWYER INTERNATIONAL APT,MI,46.35,-87.4,+0372.2,-18.9,40.29369863013698,89.6,0.0,6.22,0.0,0.0,0.0,0.0
1627,725408,SCHOOLCRAFT COUNTY AIRPORT,MI,45.983,-86.183,+0209.1,-15.0,41.731506849315075,85.6,0.0,20.73,0.0,0.0,0.0,0.0
2041,725377,SELFRIDGE ANGB,MI,42.6,-82.833,+0177.0,0.3,49.39065934065933,95.9,158.6,25.62,0.0,0.0,1.0,1.0
590,997343,SOUTH HAVEN,MI,42.4,-86.28,+0193.0,5.7,49.74242424242424,90.9,0.0,0.0,0.0,0.0,0.0,0.0
1017,722343,SOUTH HAVEN AREA REGIONAL AIR,MI,42.351,-86.256,+0203.0,-3.3,49.65095890410959,93.4,0.0,0.0,0.0,0.0,0.0,0.0
1260,725384,ST CLAIR COUNTY INTL ARPT,MI,42.911,-82.529,+0195.1,-2.2,48.3386301369863,93.2,0.0,0.0,0.0,0.0,0.0,0.0
614,997996,ST CLAIR SHORES,MI,42.467,-82.867,+0180.0,1.8,50.25232876712329,94.6,0.0,0.0,0.0,0.0,0.0,0.0
619,998012,ST JOSEPH,MI,42.1,-86.483,+0184.0,4.5,52.85516129032257,91.6,0.0,0.0,0.0,0.0,0.0,0.0
523,998176,SUPERIOR GRAND TRAVERSE BAY,MI,47.183,-88.233,+0191.0,-16.6,40.189196675900284,90.1,0.0,0.0,0.0,0.0,0.0,0.0
1348,726355,SW MICHIGAN REGIONAL ARPT,MI,42.126,-86.428,+0196.0,1.0,50.28282548476455,97.0,390.2000000000001,36.0,0.0,0.0,0.0,0.0
357,994065,TAWAS CITY GLOS WEATHER STATI,MI,44.256,-83.443,+0171.6,-1.5,45.80824175824176,86.9,0.0,0.0,0.0,0.0,0.0,0.0
161,997079,THUNDER BAY ISLAND,MI,45.035,-83.194,+0175.9,5.0,44.18739726027397,83.1,0.0,0.0,0.0,0.0,0.0,0.0
885,720275,TOLEDO SUBURBAN AIRPORT,MI,41.736,-83.655,+0203.9,-7.6,50.78246575342467,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,725394,TULIP CITY AIRPORT,MI,42.746,-86.097,+0210.0,0.0,49.77561643835616,93.9,0.0,37.300000000000004,0.0,0.0,0.0,0.0
1713,722007,TUSCOLA AREA AIRPORT,MI,43.459,-83.446,+0213.7,-13.0,48.31581920903955,95.7,0.0,0.0,0.0,0.0,0.0,0.0
1961,725396,W K KELLOGG,MI,42.3,-85.25,+0290.0,-5.1,50.118356164383556,95.0,0.0,36.92,0.0,0.0,0.0,0.0
502,998203,WEST NEEBISH,MI,46.283,-84.2,+0177.0,-23.1,41.57465564738292,85.1,0.0,0.0,0.0,0.0,0.0,0.0
1975,726384,WEXFORD CO,MI,44.283,-85.417,+0398.0,-11.9,44.499178082191776,94.1,0.0,0.0,0.0,0.0,0.0,0.0
358,994066,WHITEFISH POINT GLOS WEATHER,MI,46.762,-84.966,+0185.9,-8.3,40.62575342465754,86.5,0.0,0.0,0.0,0.0,0.0,0.0
1960,725376,WILLOW RUN,MI,42.233,-83.517,+0218.0,-6.0,52.0772602739726,99.0,0.0,24.81,0.0,0.0,0.0,0.0
1385,726562,AIRLAKE AIRPORT,MN,44.628,-93.228,+0292.6,-20.2,44.919832402234626,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1401,726589,ALBERT LEA MUNICIPAL ARPT,MN,43.683,-93.367,+0383.7,-23.8,44.56712328767123,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,726577,ANOKA CO-BLNE AP(JNS FD) AP,MN,45.15,-93.217,+0278.0,-16.6,45.95753424657534,100.4,0.0,0.0,0.0,0.0,1.0,1.0
1361,726466,APPLETON MUNICIPAL AIRPORT,MN,45.228,-96.007,+0310.9,-23.8,43.94198895027624,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1443,727504,ATKN MUNI-S KURTZ FLD ARPT,MN,46.548,-93.677,+0367.0,-32.8,39.36483516483516,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1454,727566,AUSTIN MUNICIPAL AIRPORT,MN,43.665,-92.933,+0375.8,-20.2,45.10329670329671,96.8,0.0,15.68,0.0,0.0,0.0,0.0
2141,727476,BAUDETTE INTERNATIONAL APT,MN,48.717,-94.6,+0329.8,-34.1,38.6254794520548,95.0,0.0,16.18,0.0,0.0,0.0,0.0
1452,727550,BEMIDJI-BELTRAMI CO ARPT,MN,47.5,-94.933,+0424.3,-36.9,37.780219780219774,96.3,0.0,14.629999999999999,0.0,0.0,0.0,0.0
1446,727507,BENSON MUNICIPAL AIRPORT,MN,45.332,-95.651,+0316.7,-25.6,41.87664835164835,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1435,727468,BIGFORK MUNICIPAL AIRPORT,MN,47.783,-93.65,+0411.2,-36.4,39.22417582417583,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1382,726555,BRAINERD LAKES RGNL ARPT,MN,46.405,-94.131,+0372.2,-35.0,41.946027397260266,100.0,0.0,22.54,0.0,0.0,0.0,0.0
1737,722114,BUFFALO MUNICIPAL AIRPORT,MN,45.159,-93.843,+0294.7,-23.8,43.08388888888888,98.6,0.0,0.0,0.0,0.0,0.0,0.0
816,727503,CAMBRIDGE MUNICIPAL ARPT,MN,45.559,-93.265,+0288.0,-23.8,45.02321428571428,100.4,0.0,0.0,0.0,0.0,0.0,0.0
2300,726557,CHANDLER FIELD AIRPORT,MN,45.868,-95.394,+0431.6,-27.9,41.44520547945206,98.1,0.0,22.13,0.0,0.0,0.0,0.0
2314,727455,CHISHOLM-HIBBING AIRPORT,MN,47.386,-92.839,+0412.1,-38.0,36.343835616438355,93.0,0.0,32.23,0.0,0.0,0.0,0.0
1660,726558,CLOQUET CARLTON CO AIRPORT,MN,46.703,-92.504,+0389.8,-23.8,38.560171919770774,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1379,726549,COOK MUNICIPAL AIRPORT,MN,47.822,-92.689,+0404.5,-38.2,37.1668493150685,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1429,727452,CRKSTN MUNI KRKWOD FLD APT,MN,47.842,-96.621,+0274.0,-34.6,39.22492997198879,100.4,0.0,0.0,0.0,0.0,0.0,0.0
1393,726575,CRYSTAL AIRPORT,MN,45.062,-93.351,+0262.4,-18.9,45.45397260273973,102.0,0.0,20.87,0.0,0.0,0.0,0.0
1431,727457,DETRT LKS-WETHING FLD ARPT,MN,46.833,-95.883,+0425.8,-31.0,39.62307692307692,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1403,726596,DODGE CENTER ARPT,MN,44.018,-92.831,+0397.8,-23.8,43.772140762463344,96.8,0.0,20.35,0.0,0.0,0.0,0.0
2392,727450,DULUTH INTERNATIONAL AIRPORT,MN,46.837,-92.183,+0436.8,-23.1,39.173698630136975,93.9,1928.3000000000002,35.19,0.0,0.0,0.0,0.0
78,A07357,ELBOW LAKE MUNICIPAL PRIDE OF,MN,45.986,-95.992,+0367.3,-25.2,40.638186813186806,99.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,727459,ELY MUNICIPAL AIRPORT,MN,47.817,-91.833,+0443.8,-38.2,37.59416666666666,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1437,727474,EVELETH-VIRGINIA MUNI ARPT,MN,47.424,-92.498,+0420.3,-36.4,37.188450704225346,91.4,0.0,0.13999999999999999,0.0,0.0,0.0,0.0
1398,726586,FAIRMONT MUNICIPAL AIRPORT,MN,43.65,-94.417,+0353.9,-23.1,44.75915915915916,97.0,0.0,16.89,0.0,0.0,0.0,0.0
2315,727470,FALLS INTERNATIONAL AIRPORT,MN,48.561,-93.398,+0360.6,-42.0,38.46734104046243,93.0,2225.0,38.56,0.0,0.0,0.0,0.0
1386,726563,FARIBAULT MUNICIPAL ARPT,MN,44.333,-93.317,+0323.1,-23.8,44.92465373961218,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1825,726572,FERGUS FALLS MUNICIPAL AIRPOR,MN,46.283,-96.15,+0360.6,-27.4,41.295290858725764,98.6,0.0,0.0,0.0,0.0,0.0,0.0
890,720283,FILLMORE COUNTY AIRPORT,MN,43.677,-92.18,+0388.9,-22.9,43.78328767123287,93.2,0.0,1.49,0.0,0.0,0.0,0.0
1434,727467,FLAG ISLAND,MN,49.318,-94.903,+0329.2,-38.2,21.86595744680851,73.4,0.0,0.0,0.0,0.0,0.0,0.0
1395,726579,FLYING CLOUD AIRPORT,MN,44.832,-93.471,+0276.5,-20.9,45.684383561643834,100.0,0.0,18.21,0.0,0.0,0.0,0.0
1444,727505,FOSSTON MUNICIPAL AIRPORT,MN,47.593,-95.775,+0389.2,-34.6,35.15632911392405,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1450,727517,GLENCOE MUNICIPAL AIRPORT,MN,44.756,-94.081,+0302.4,-22.9,43.866849315068485,99.1,0.0,15.36,0.0,0.0,0.0,0.0
1377,726547,GLENWOOD MUNICIPAL AIRPORT,MN,45.644,-95.32,+0424.6,-29.2,41.53247863247864,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1436,727469,GRAND MARAIS,MN,47.747,-90.344,+0185.9,-23.1,37.65469613259669,84.9,0.0,32.04,0.0,0.0,0.0,0.0
1669,727454,GRAND MARAIS/COOK CO ARPT,MN,47.838,-90.383,+0548.0,-25.6,35.50714285714287,87.8,0.0,0.0,0.0,0.0,0.0,0.0
1432,727458,GRAND RAPIDS/ITASCA CO-G NEWS,MN,47.211,-93.51,+0413.0,-32.1,38.6172602739726,91.9,0.0,21.44,0.0,0.0,0.0,0.0
938,722033,GRANITE FALLS MUNI ARPT/LENZE,MN,44.753,-95.556,+0319.1,-22.0,45.34022038567493,102.0,0.0,16.25,0.0,0.0,0.0,0.0
1440,727478,HALLOCK MUNICIPAL AIRPORT,MN,48.753,-96.943,+0249.6,-34.6,36.95,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1392,726569,HTCHSON MUNI-BUTLR FLD APT,MN,44.859,-94.382,+0323.1,-21.5,44.2585635359116,98.1,0.0,18.33,0.0,0.0,0.0,0.0
875,720258,ISEDOR IVERSON AIRPORT,MN,46.619,-93.31,+0374.3,-29.2,40.173756906077344,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1402,726593,JACKSON MUNICIPAL AIRPORT,MN,43.65,-94.986,+0440.7,-16.6,44.92212885154061,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1396,726583,LITCHFIELD MUNICIPAL ARPT,MN,45.147,-94.507,+0347.5,-23.8,43.70422535211268,100.4,0.0,0.0,0.0,0.0,0.0,0.0
1394,726578,LITL FALS/MRSON CO-LNBRG FIEL,MN,45.949,-94.347,+0342.0,-32.8,42.419384615384615,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1442,727497,LONGVILLE MUNICIPAL ARPT,MN,46.99,-94.204,+0406.6,-36.4,37.14700598802396,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1397,726585,MANKATO MUNICIPAL AIRPORT,MN,44.217,-93.917,+0311.2,-20.9,44.826849315068486,98.1,0.0,17.6,0.0,0.0,0.0,0.0
981,722144,MAPLE LAKE MUNICIPAL ARPT,MN,45.236,-93.986,+0313.3,-23.8,42.51993865030674,98.6,0.0,4.26,0.0,0.0,0.0,0.0
1433,727466,MDSON-LAC QUI PARLE CO APT,MN,44.986,-96.043,+0329.8,-18.4,45.928925619834715,102.2,0.0,0.0,0.0,0.0,0.0,0.0
2436,726580,MINNEAPOLIS-ST PAUL INTERNATI,MN,44.883,-93.229,+0265.8,-17.0,46.14054794520547,100.9,567.9999999999999,23.56,0.0,0.0,1.0,1.0
1380,726553,MONTIVIDEO-CHIPPEWA CO APT,MN,44.969,-95.71,+0315.2,-18.4,43.829281767955806,98.6,0.0,0.0,0.0,0.0,0.0,0.0
976,722129,MOORHEAD MUNICIPAL AIRPORT,MN,46.839,-96.663,+0279.5,-29.2,40.53543956043956,102.2,0.0,0.0,0.0,0.0,0.0,0.0
820,727449,MOOSE LAKE CARLTON CO ARPT,MN,46.419,-92.804,+0328.0,-27.4,41.44672619047619,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1438,727475,MORA MUNICIPAL AIRPORT,MN,45.886,-93.272,+0308.5,-25.6,41.35247252747252,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,726565,MORRIS MUNICIPAL AIRPORT,MN,45.566,-95.968,+0344.4,-23.8,40.8110465116279,100.4,0.0,0.0,0.0,0.0,0.0,0.0
756,722252,MYERS FIELD AIRPORT,MN,44.729,-96.266,+0363.6,-17.3,45.34368131868131,100.4,0.0,9.92,0.0,0.0,0.0,0.0
